dataset_variant,dataset_group,probability_type,horizon_year,comparison,model_a,model_b,estimate_a,interval_type_a,uncertainty_sd_a,interval_lower_95_a,interval_median_50_a,interval_upper_95_a,estimate_b,interval_type_b,uncertainty_sd_b,interval_lower_95_b,interval_median_50_b,interval_upper_95_b,delta_interval_type,delta_probability,delta_uncertainty_sd,delta_interval_lower_95,delta_interval_median_50,delta_interval_upper_95,abs_delta_probability
merged,Merged,risk,1,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.108907,95% CI,0.037063,0.009527,0.061874,0.131688,0.113697,95% CrI,0.018103,0.080253,0.114471,0.150947,95% uncertainty interval,0.00479,0.054562,-0.086757,0.051476,0.116103,0.00479
merged,Merged,risk,1,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.108696,95% CI,0.017583,0.080122,0.111222,0.147783,0.113697,95% CrI,0.018103,0.080253,0.114471,0.150947,95% uncertainty interval,0.005001,0.025686,-0.047596,0.003478,0.055216,0.005001
merged,Merged,risk,1,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.09152,95% CI,NA,0.054164,NA,0.127401,0.113697,95% CrI,0.018103,0.080253,0.114471,0.150947,95% uncertainty interval,0.022177,0.027574,-0.033672,0.023096,0.075707,0.022177
merged,Merged,risk,1,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.108696,95% CI,0.017583,0.080122,0.111222,0.147783,0.108907,95% CI,0.037063,0.009527,0.061874,0.131688,95% CI,2.11e-4,0.054284,-0.111756,-0.047695,0.094331,2.11e-4
merged,Merged,risk,1,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.09152,95% CI,NA,0.054164,NA,0.127401,0.108907,95% CI,0.037063,0.009527,0.061874,0.131688,95% CI,0.017387,0.055626,-0.098722,-0.02828,0.116378,0.017387
merged,Merged,risk,1,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.09152,95% CI,NA,0.054164,NA,0.127401,0.108696,95% CI,0.017583,0.080122,0.111222,0.147783,95% CI,0.017176,0.026906,-0.03552,0.019811,0.071015,0.017176
merged,Merged,risk,2,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.161693,95% CI,0.054853,0.012801,0.088809,0.190269,0.168616,95% CrI,0.022778,0.125095,0.167709,0.213077,95% uncertainty interval,0.006923,0.071611,-0.106833,0.075972,0.16361,0.006923
merged,Merged,risk,2,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.161774,95% CI,0.022748,0.124615,0.164595,0.214681,0.168616,95% CrI,0.022778,0.125095,0.167709,0.213077,95% uncertainty interval,0.006842,0.03276,-0.05902,0.003007,0.067274,0.006842
merged,Merged,risk,2,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.153427,95% CI,NA,0.103911,NA,0.200208,0.168616,95% CrI,0.022778,0.125095,0.167709,0.213077,95% uncertainty interval,0.015189,0.034585,-0.054606,0.013705,0.080385,0.015189
merged,Merged,risk,2,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.161774,95% CI,0.022748,0.124615,0.164595,0.214681,0.161693,95% CI,0.054853,0.012801,0.088809,0.190269,95% CI,-8.1e-5,0.071944,-0.159169,-0.07383,0.115782,8.1e-5
merged,Merged,risk,2,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.153427,95% CI,NA,0.103911,NA,0.200208,0.161693,95% CI,0.054853,0.012801,0.088809,0.190269,95% CI,0.008266,0.072534,-0.153498,-0.061004,0.127954,0.008266
merged,Merged,risk,2,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.153427,95% CI,NA,0.103911,NA,0.200208,0.161774,95% CI,0.022748,0.124615,0.164595,0.214681,95% CI,0.008347,0.034459,-0.059028,0.011007,0.07807,0.008347
merged,Merged,risk,3,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.199048,95% CI,0.067751,0.01437,0.107621,0.232608,0.206634,95% CrI,0.026094,0.157481,0.205081,0.257183,95% uncertainty interval,0.007586,0.090029,-0.150709,0.095402,0.19834,0.007586
merged,Merged,risk,3,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.199586,95% CI,0.026754,0.156399,0.202547,0.263597,0.206634,95% CrI,0.026094,0.157481,0.205081,0.257183,95% uncertainty interval,0.007048,0.037034,-0.069022,0.001784,0.075566,0.007048
merged,Merged,risk,3,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.198796,95% CI,NA,0.140715,NA,0.252951,0.206634,95% CrI,0.026094,0.157481,0.205081,0.257183,95% uncertainty interval,0.007838,0.03925,-0.071306,0.005826,0.080765,0.007838
merged,Merged,risk,3,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.199586,95% CI,0.026754,0.156399,0.202547,0.263597,0.199048,95% CI,0.067751,0.01437,0.107621,0.232608,95% CI,-5.38e-4,0.091136,-0.199318,-0.094011,0.149645,5.38e-4
merged,Merged,risk,3,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.198796,95% CI,NA,0.140715,NA,0.252951,0.199048,95% CI,0.067751,0.01437,0.107621,0.232608,95% CI,2.52e-4,0.091936,-0.200512,-0.090304,0.160131,2.52e-4
merged,Merged,risk,3,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.198796,95% CI,NA,0.140715,NA,0.252951,0.199586,95% CI,0.026754,0.156399,0.202547,0.263597,95% CI,7.9e-4,0.039804,-0.073926,0.003408,0.082643,7.9e-4
merged,Merged,risk,4,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.228342,95% CI,0.078008,0.015328,0.12134,0.265083,0.23589,95% CrI,0.028774,0.182619,0.233181,0.292964,95% uncertainty interval,0.007548,0.103606,-0.182059,0.106318,0.227807,0.007548
merged,Merged,risk,4,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.229391,95% CI,0.030076,0.182376,0.231734,0.301504,0.23589,95% CrI,0.028774,0.182619,0.233181,0.292964,95% uncertainty interval,0.006499,0.040651,-0.080157,0.001249,0.078117,0.006499
merged,Merged,risk,4,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.212736,95% CI,NA,0.15219,NA,0.268959,0.23589,95% CrI,0.028774,0.182619,0.233181,0.292964,95% uncertainty interval,0.023154,0.041929,-0.06275,0.019503,0.101948,0.023154
merged,Merged,risk,4,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.229391,95% CI,0.030076,0.182376,0.231734,0.301504,0.228342,95% CI,0.078008,0.015328,0.12134,0.265083,95% CI,-0.001049,0.104734,-0.230177,-0.106738,0.184745,0.001049
merged,Merged,risk,4,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.212736,95% CI,NA,0.15219,NA,0.268959,0.228342,95% CI,0.078008,0.015328,0.12134,0.265083,95% CI,0.015606,0.104485,-0.209979,-0.089293,0.206953,0.015606
merged,Merged,risk,4,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.212736,95% CI,NA,0.15219,NA,0.268959,0.229391,95% CI,0.030076,0.182376,0.231734,0.301504,95% CI,0.016655,0.042768,-0.069751,0.01856,0.102567,0.016655
merged,Merged,risk,5,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.252556,95% CI,0.086567,0.016076,0.133469,0.291387,0.259685,95% CrI,0.031064,0.202058,0.256108,0.322536,95% uncertainty interval,0.007129,0.112697,-0.187372,0.122096,0.24589,0.007129
merged,Merged,risk,5,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.254133,95% CI,0.032907,0.202889,0.256333,0.332285,0.259685,95% CrI,0.031064,0.202058,0.256108,0.322536,95% uncertainty interval,0.005552,0.04396,-0.087999,-8.02e-4,0.082885,0.005552
merged,Merged,risk,5,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.239134,95% CI,NA,0.172764,NA,0.300179,0.259685,95% CrI,0.031064,0.202058,0.256108,0.322536,95% uncertainty interval,0.020551,0.044656,-0.071905,0.017426,0.104416,0.020551
merged,Merged,risk,5,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.254133,95% CI,0.032907,0.202889,0.256333,0.332285,0.252556,95% CI,0.086567,0.016076,0.133469,0.291387,95% CI,-0.001577,0.113249,-0.249938,-0.118866,0.185308,0.001577
merged,Merged,risk,5,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.239134,95% CI,NA,0.172764,NA,0.300179,0.252556,95% CI,0.086567,0.016076,0.133469,0.291387,95% CI,0.013422,0.113578,-0.231692,-0.104712,0.208096,0.013422
merged,Merged,risk,5,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.239134,95% CI,NA,0.172764,NA,0.300179,0.254133,95% CI,0.032907,0.202889,0.256333,0.332285,95% CI,0.014999,0.045823,-0.072567,0.017632,0.106606,0.014999
merged,Merged,risk,6,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.273239,95% CI,0.093926,0.016626,0.142704,0.315408,0.279723,95% CrI,0.033083,0.219207,0.276702,0.347282,95% uncertainty interval,0.006484,0.119054,-0.188885,0.129647,0.270677,0.006484
merged,Merged,risk,6,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.275342,95% CI,0.035361,0.220907,0.277048,0.359528,0.279723,95% CrI,0.033083,0.219207,0.276702,0.347282,95% uncertainty interval,0.004381,0.047906,-0.095651,-7.24e-4,0.092914,0.004381
merged,Merged,risk,6,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.274226,95% CI,NA,0.192306,NA,0.347837,0.279723,95% CrI,0.033083,0.219207,0.276702,0.347282,95% uncertainty interval,0.005497,0.051117,-0.101907,0.00401,0.100855,0.005497
merged,Merged,risk,6,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.275342,95% CI,0.035361,0.220907,0.277048,0.359528,0.273239,95% CI,0.093926,0.016626,0.142704,0.315408,95% CI,-0.002103,0.119004,-0.272579,-0.13361,0.194756,0.002103
merged,Merged,risk,6,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.274226,95% CI,NA,0.192306,NA,0.347837,0.273239,95% CI,0.093926,0.016626,0.142704,0.315408,95% CI,-9.87e-4,0.120134,-0.275752,-0.127821,0.194761,9.87e-4
merged,Merged,risk,6,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.274226,95% CI,NA,0.192306,NA,0.347837,0.275342,95% CI,0.035361,0.220907,0.277048,0.359528,95% CI,0.001116,0.053585,-0.105903,0.004982,0.104068,0.001116
merged,Merged,risk,7,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.291306,95% CI,0.100386,0.017236,0.150485,0.336096,0.297007,95% CrI,0.034901,0.234897,0.294741,0.368563,95% uncertainty interval,0.005701,0.126741,-0.200016,0.138237,0.28984,0.005701
merged,Merged,risk,7,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.29393,95% CI,0.037516,0.236015,0.295519,0.383625,0.297007,95% CrI,0.034901,0.234897,0.294741,0.368563,95% uncertainty interval,0.003077,0.050666,-0.100139,-5.95e-4,0.09747,0.003077
merged,Merged,risk,7,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.274226,95% CI,NA,0.192306,NA,0.347837,0.297007,95% CrI,0.034901,0.234897,0.294741,0.368563,95% uncertainty interval,0.022781,0.054022,-0.088927,0.019983,0.121998,0.022781
merged,Merged,risk,7,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.29393,95% CI,0.037516,0.236015,0.295519,0.383625,0.291306,95% CI,0.100386,0.017236,0.150485,0.336096,95% CI,-0.002624,0.127092,-0.292226,-0.141653,0.204815,0.002624
merged,Merged,risk,7,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.274226,95% CI,NA,0.192306,NA,0.347837,0.291306,95% CI,0.100386,0.017236,0.150485,0.336096,95% CI,0.01708,0.12781,-0.270471,-0.117747,0.226176,0.01708
merged,Merged,risk,7,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.274226,95% CI,NA,0.192306,NA,0.347837,0.29393,95% CI,0.037516,0.236015,0.295519,0.383625,95% CI,0.019704,0.055417,-0.087839,0.021289,0.127323,0.019704
merged,Merged,risk,8,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.307353,95% CI,0.106146,0.017647,0.157601,0.354757,0.312185,95% CrI,0.03656,0.248915,0.310121,0.387343,95% uncertainty interval,0.004832,0.13048,-0.198734,0.145534,0.303019,0.004832
merged,Merged,risk,8,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.310487,95% CI,0.039428,0.249449,0.311932,0.404521,0.312185,95% CrI,0.03656,0.248915,0.310121,0.387343,95% uncertainty interval,0.001698,0.052021,-0.104383,-9.32e-4,0.10069,0.001698
merged,Merged,risk,8,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.350623,95% CI,NA,0.216562,NA,0.461744,0.312185,95% CrI,0.03656,0.248915,0.310121,0.387343,95% uncertainty interval,-0.038438,0.072496,-0.190146,-0.039186,0.092329,0.038438
merged,Merged,risk,8,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.310487,95% CI,0.039428,0.249449,0.311932,0.404521,0.307353,95% CI,0.106146,0.017647,0.157601,0.354757,95% CI,-0.003134,0.131832,-0.310463,-0.145519,0.201485,0.003134
merged,Merged,risk,8,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.350623,95% CI,NA,0.216562,NA,0.461744,0.307353,95% CI,0.106146,0.017647,0.157601,0.354757,95% CI,-0.04327,0.141335,-0.378689,-0.182669,0.169175,0.04327
merged,Merged,risk,8,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.350623,95% CI,NA,0.216562,NA,0.461744,0.310487,95% CI,0.039428,0.249449,0.311932,0.404521,95% CI,-0.040136,0.074746,-0.190445,-0.039516,0.102677,0.040136
merged,Merged,risk,9,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.321787,95% CI,0.111343,0.018048,0.165256,0.371266,0.325696,95% CrI,0.038091,0.259788,0.32467,0.404692,95% uncertainty interval,0.003909,0.13629,-0.197942,0.158394,0.317281,0.003909
merged,Merged,risk,9,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.325418,95% CI,0.04114,0.261337,0.326686,0.423341,0.325696,95% CrI,0.038091,0.259788,0.32467,0.404692,95% uncertainty interval,2.78e-4,0.054555,-0.107548,-0.002338,0.102365,2.78e-4
merged,Merged,risk,9,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.350623,95% CI,NA,0.216562,NA,0.461744,0.325696,95% CrI,0.038091,0.259788,0.32467,0.404692,95% uncertainty interval,-0.024927,0.074383,-0.175,-0.026292,0.117256,0.024927
merged,Merged,risk,9,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.325418,95% CI,0.04114,0.261337,0.326686,0.423341,0.321787,95% CI,0.111343,0.018048,0.165256,0.371266,95% CI,-0.003631,0.137447,-0.327051,-0.161657,0.210387,0.003631
merged,Merged,risk,9,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.350623,95% CI,NA,0.216562,NA,0.461744,0.321787,95% CI,0.111343,0.018048,0.165256,0.371266,95% CI,-0.028836,0.146196,-0.388233,-0.179239,0.181167,0.028836
merged,Merged,risk,9,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.350623,95% CI,NA,0.216562,NA,0.461744,0.325418,95% CI,0.04114,0.261337,0.326686,0.423341,95% CI,-0.025205,0.076454,-0.18071,-0.02263,0.119572,0.025205
merged,Merged,risk,10,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.334903,95% CI,0.116076,0.0183,0.171068,0.385986,0.337856,95% CrI,0.039515,0.270191,0.336269,0.419702,95% uncertainty interval,0.002953,0.142485,-0.219055,0.165455,0.332243,0.002953
merged,Merged,risk,10,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.339018,95% CI,0.042683,0.272763,0.34026,0.440682,0.337856,95% CrI,0.039515,0.270191,0.336269,0.419702,95% uncertainty interval,-0.001162,0.057048,-0.116244,-0.003976,0.110349,0.001162
merged,Merged,risk,10,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.350623,95% CI,NA,0.216562,NA,0.461744,0.337856,95% CrI,0.039515,0.270191,0.336269,0.419702,95% uncertainty interval,-0.012767,0.074812,-0.161176,-0.013558,0.127845,0.012767
merged,Merged,risk,10,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.339018,95% CI,0.042683,0.272763,0.34026,0.440682,0.334903,95% CI,0.116076,0.0183,0.171068,0.385986,95% CI,-0.004115,0.144599,-0.336348,-0.168057,0.216186,0.004115
merged,Merged,risk,10,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.350623,95% CI,NA,0.216562,NA,0.461744,0.334903,95% CI,0.116076,0.0183,0.171068,0.385986,95% CI,-0.01572,0.151541,-0.375683,-0.172062,0.218171,0.01572
merged,Merged,risk,10,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.350623,95% CI,NA,0.216562,NA,0.461744,0.339018,95% CI,0.042683,0.272763,0.34026,0.440682,95% CI,-0.011605,0.077097,-0.164687,-0.008072,0.136525,0.011605
merged,Merged,survival,1,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.891093,95% CI,0.037063,0.868312,0.938126,0.990473,0.886303,95% CrI,0.018103,0.849053,0.885529,0.919747,95% uncertainty interval,-0.00479,0.055434,-0.117995,-0.0512,0.100317,0.00479
merged,Merged,survival,1,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.891304,95% CI,0.017583,0.852217,0.888778,0.919878,0.886303,95% CrI,0.018103,0.849053,0.885529,0.919747,95% uncertainty interval,-0.005001,0.025782,-0.054583,-0.00263,0.047961,0.005001
merged,Merged,survival,1,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.90848,95% CI,NA,0.872599,NA,0.945836,0.886303,95% CrI,0.018103,0.849053,0.885529,0.919747,95% uncertainty interval,-0.022177,0.027811,-0.075619,-0.023147,0.033214,0.022177
merged,Merged,survival,1,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.891304,95% CI,0.017583,0.852217,0.888778,0.919878,0.891093,95% CI,0.037063,0.868312,0.938126,0.990473,95% CI,-2.11e-4,0.054227,-0.102706,0.048933,0.10926,2.11e-4
merged,Merged,survival,1,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.90848,95% CI,NA,0.872599,NA,0.945836,0.891093,95% CI,0.037063,0.868312,0.938126,0.990473,95% CI,-0.017387,0.055396,-0.123637,0.02857,0.094395,0.017387
merged,Merged,survival,1,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.90848,95% CI,NA,0.872599,NA,0.945836,0.891304,95% CI,0.017583,0.852217,0.888778,0.919878,95% CI,-0.017176,0.02668,-0.069847,-0.020844,0.034193,0.017176
merged,Merged,survival,2,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.838307,95% CI,0.054853,0.809731,0.911191,0.987199,0.831384,95% CrI,0.022778,0.786923,0.832291,0.874905,95% uncertainty interval,-0.006923,0.07443,-0.164868,-0.078093,0.124132,0.006923
merged,Merged,survival,2,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.838226,95% CI,0.022748,0.785319,0.835405,0.875385,0.831384,95% CrI,0.022778,0.786923,0.832291,0.874905,95% uncertainty interval,-0.006842,0.032658,-0.067096,-0.002739,0.06081,0.006842
merged,Merged,survival,2,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.846573,95% CI,NA,0.799792,NA,0.896089,0.831384,95% CrI,0.022778,0.786923,0.832291,0.874905,95% uncertainty interval,-0.015189,0.034393,-0.081471,-0.013982,0.054739,0.015189
merged,Merged,survival,2,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.838226,95% CI,0.022748,0.785319,0.835405,0.875385,0.838307,95% CI,0.054853,0.809731,0.911191,0.987199,95% CI,8.1e-5,0.074242,-0.124082,0.073963,0.162642,8.1e-5
merged,Merged,survival,2,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.846573,95% CI,NA,0.799792,NA,0.896089,0.838307,95% CI,0.054853,0.809731,0.911191,0.987199,95% CI,-0.008266,0.075284,-0.141251,0.062903,0.155376,0.008266
merged,Merged,survival,2,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.846573,95% CI,NA,0.799792,NA,0.896089,0.838226,95% CI,0.022748,0.785319,0.835405,0.875385,95% CI,-0.008347,0.034832,-0.076628,-0.011148,0.057659,0.008347
merged,Merged,survival,3,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.800952,95% CI,0.067751,0.767392,0.892379,0.98563,0.793366,95% CrI,0.026094,0.742817,0.794919,0.842519,95% uncertainty interval,-0.007586,0.091651,-0.201998,-0.097429,0.158595,0.007586
merged,Merged,survival,3,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.800414,95% CI,0.026754,0.736403,0.797453,0.843601,0.793366,95% CrI,0.026094,0.742817,0.794919,0.842519,95% uncertainty interval,-0.007048,0.036911,-0.075798,-0.004216,0.068764,0.007048
merged,Merged,survival,3,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.801204,95% CI,NA,0.747049,NA,0.859285,0.793366,95% CrI,0.026094,0.742817,0.794919,0.842519,95% uncertainty interval,-0.007838,0.038477,-0.079343,-0.007198,0.07199,0.007838
merged,Merged,survival,3,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.800414,95% CI,0.026754,0.736403,0.797453,0.843601,0.800952,95% CI,0.067751,0.767392,0.892379,0.98563,95% CI,5.38e-4,0.091562,-0.167622,0.093619,0.196205,5.38e-4
merged,Merged,survival,3,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.801204,95% CI,NA,0.747049,NA,0.859285,0.800952,95% CI,0.067751,0.767392,0.892379,0.98563,95% CI,-2.52e-4,0.092439,-0.163311,0.090822,0.198018,2.52e-4
merged,Merged,survival,3,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.801204,95% CI,NA,0.747049,NA,0.859285,0.800414,95% CI,0.026754,0.736403,0.797453,0.843601,95% CI,-7.9e-4,0.03977,-0.080277,-0.002732,0.076667,7.9e-4
merged,Merged,survival,4,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.771658,95% CI,0.078008,0.734917,0.87866,0.984672,0.76411,95% CrI,0.028774,0.707036,0.766819,0.817381,95% uncertainty interval,-0.007548,0.104766,-0.227212,-0.112055,0.183077,0.007548
merged,Merged,survival,4,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.770609,95% CI,0.030076,0.698496,0.768266,0.817624,0.76411,95% CrI,0.028774,0.707036,0.766819,0.817381,95% uncertainty interval,-0.006499,0.041136,-0.080618,1.46e-4,0.080686,0.006499
merged,Merged,survival,4,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.787264,95% CI,NA,0.731041,NA,0.84781,0.76411,95% CrI,0.028774,0.707036,0.766819,0.817381,95% uncertainty interval,-0.023154,0.040269,-0.096673,-0.020156,0.059295,0.023154
merged,Merged,survival,4,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.770609,95% CI,0.030076,0.698496,0.768266,0.817624,0.771658,95% CI,0.078008,0.734917,0.87866,0.984672,95% CI,0.001049,0.105249,-0.18087,0.110324,0.230168,0.001049
merged,Merged,survival,4,Frequentist mixture cure minus KM benchmark,KM benchmark,Frequentist mixture cure,0.787264,95% CI,NA,0.731041,NA,0.84781,0.771658,95% CI,0.078008,0.734917,0.87866,0.984672,95% CI,-0.015606,0.10486,-0.19973,0.091533,0.21208,0.015606
merged,Merged,survival,4,Frequentist no-cure lognormal minus KM benchmark,KM benchmark,Frequentist no-cure lognormal,0.787264,95% CI,NA,0.731041,NA,0.84781,0.770609,95% CI,0.030076,0.698496,0.768266,0.817624,95% CI,-0.016655,0.042749,-0.102566,-0.018931,0.065352,0.016655
merged,Merged,survival,5,Bayesian transition-only cure minus Frequentist mixture cure,Frequentist mixture cure,Bayesian transition-only cure,0.747444,95% CI,0.086567,0.708613,0.866531,0.983924,0.740315,95% CrI,0.031064,0.677464,0.743892,0.797942,95% uncertainty interval,-0.007129,0.110931,-0.249462,-0.123936,0.178361,0.007129
merged,Merged,survival,5,Bayesian transition-only cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Bayesian transition-only cure,0.745867,95% CI,0.032907,0.667715,0.743667,0.797111,0.740315,95% CrI,0.031064,0.677464,0.743892,0.797942,95% uncertainty interval,-0.005552,0.045048,-0.088447,-0.001546,0.089395,0.005552
merged,Merged,survival,5,Bayesian transition-only cure minus KM benchmark,KM benchmark,Bayesian transition-only cure,0.760866,95% CI,NA,0.699821,NA,0.827236,0.740315,95% CrI,0.031064,0.677464,0.743892,0.797942,95% uncertainty interval,-0.020551,0.046142,-0.107256,-0.018638,0.075384,0.020551
merged,Merged,survival,5,Frequentist mixture cure minus Frequentist no-cure lognormal,Frequentist no-cure lognormal,Frequentist mixture cure,0.745867,95% CI,0.032907,0.667715,0.743667,0.797111,0.747444,95% CI,0.086567,0.708613,0.866531,0.983924,95% CI,0.001577,0.110306,-0.169206,0.126248,0.253741,0.001577
